City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,new kingman-butler,35.265,-114.0323,31.51,19,0,9.26,US,1684373903
361,rusape,-18.5278,32.1284,12.51,92,16,2.53,ZW,1684373903
362,inirida,3.8653,-67.9239,24.27,95,99,0.97,CO,1684373903
363,zhalantun,48.0,122.7167,21.12,14,0,5.09,CN,1684373904
364,minas de marcona,-15.2119,-75.1103,14.7,85,59,5.3,PE,1684373904
365,hasaki,35.7333,140.8333,31.27,67,71,2.63,JP,1684373904
366,ocean city,39.2776,-74.5746,13.88,69,0,2.7,US,1684373904
367,ola,59.5833,151.2833,5.08,84,100,3.67,RU,1684373904
368,srednebelaya,50.6594,128.0106,15.66,31,1,3.61,RU,1684373904
369,degache,33.9761,8.2081,21.18,52,20,7.72,TN,1684373905
370,sidi akkacha,36.4647,1.3026,17.16,85,100,6.69,DZ,1684373905
371,kavieng,-2.5744,150.7967,26.56,85,97,3.45,PG,1684373905
372,san lawrenz,36.0553,14.204,16.59,85,99,0.45,MT,1684373906
373,munkebo,55.4618,10.5558,7.68,85,8,4.82,DK,1684373906
374,ridder,50.355,83.5133,7.83,53,3,2.27,KZ,1684373906
375,dazhou,31.2159,107.5009,22.36,79,100,1.26,CN,1684373906
376,afaahiti,-17.75,-149.2833,29.93,80,28,3.5,PF,1684373906
377,goseong,34.9763,128.3236,20.02,90,100,2.25,KR,1684373907
378,popondetta,-8.7537,148.2534,30.96,64,77,1.22,PG,1684373907
379,puerto armuelles,8.2833,-82.8667,26.99,85,64,2.74,PA,1684373907
380,haymana,39.4321,32.4973,9.37,80,0,0.64,TR,1684373907
381,praia,14.9215,-23.5087,22.69,80,34,6.42,CV,1684373384
382,dhidhdhoo,6.8833,73.1,28.85,76,22,2.61,MV,1684373908
383,chandler,33.3062,-111.8412,36.82,19,40,5.14,US,1684373483
384,lamarque,-39.423,-65.7021,15.14,40,95,6.53,AR,1684373908
385,motueka,-41.1333,173.0167,17.28,73,100,1.31,NZ,1684373908
386,princeton,25.5384,-80.4089,28.01,77,0,4.12,US,1684373908
387,vallenar,-28.5708,-70.7581,15.08,63,0,0.4,CL,1684373909
388,mogocha,53.7333,119.7667,14.59,28,16,2.79,RU,1684373909
389,karangampel,-6.4622,108.4519,28.45,63,39,2.66,ID,1684373909
390,sovetskiy,61.3614,63.5842,11.95,45,13,3.36,RU,1684373909
391,mount pearl,47.5166,-52.7813,12.14,92,100,9.77,CA,1684373909
392,touros,-5.1989,-35.4608,25.1,90,86,3.38,BR,1684373909
393,maler kotla,30.5167,75.8833,29.82,33,100,3.58,IN,1684373910
394,olavarria,-36.8927,-60.3225,15.43,96,100,2.07,AR,1684373910
395,riyadh,24.6877,46.7219,30.08,28,24,4.86,SA,1684373836
396,ngala,12.3377,14.1805,29.48,55,100,5.88,NG,1684373910
397,pundong,-7.9522,110.3486,27.12,69,61,2.7,ID,1684373910
398,acajutla,13.5928,-89.8275,28.27,79,49,2.24,SV,1684373910
399,tralee,52.2704,-9.7026,8.19,95,100,2.19,IE,1684373911
400,port douglas,-16.4833,145.4667,24.9,70,63,5.04,AU,1684373911
401,sastre,-31.7676,-61.8289,19.45,59,21,2.18,AR,1684373911
402,kapa'a,22.0752,-159.319,26.99,78,75,6.17,US,1684373911
403,saint james,13.2167,-59.6167,26.25,71,10,6.65,BB,1684373911
404,lawton,34.6087,-98.3903,24.13,69,0,4.02,US,1684373912
405,mirnyy,62.5353,113.9611,2.91,86,100,4.02,RU,1684373808
406,kuanda,56.3161,116.0806,6.08,76,100,1.41,RU,1684373912
407,burley,42.5357,-113.7928,21.98,40,0,5.14,US,1684373912
408,harrai,22.6167,79.2167,32.77,24,20,6.58,IN,1684373912
409,barra de santo antonio,-9.4047,-35.5072,24.6,80,94,2.09,BR,1684373639
410,mankono,8.0586,-6.1897,24.02,83,13,2.38,CI,1684373913
411,juegang,32.3174,121.1855,21.41,82,88,5.13,CN,1684373913
412,beira,-19.8436,34.8389,20.62,92,100,3.1,MZ,1684373913
413,megion,61.0296,76.1136,2.01,62,14,0.89,RU,1684373913
414,carutapera,-1.195,-46.02,25.03,93,100,2.6,BR,1684373913
415,cabugao,17.7931,120.4578,31.05,55,76,3.26,PH,1684373913
416,brisas de zicatela,15.8369,-97.0419,30.29,70,40,3.09,MX,1684373913
417,tieling,42.2931,123.8414,20.6,36,0,2.23,CN,1684373914
418,aktau,43.65,51.2,14.32,82,100,6.07,KZ,1684373914
419,ketchikan,55.3422,-131.6461,25.26,33,0,3.09,US,1684373914
420,rutland,43.6167,-73.0162,3.14,65,5,0.45,US,1684373681
421,imbituba,-28.24,-48.6703,16.34,87,17,3.0,BR,1684373914
422,papao,-17.75,-149.55,30.82,75,41,1.79,PF,1684373914
423,antsiranana,-12.2787,49.2917,24.88,83,89,2.45,MG,1684373915
424,ternate,0.8,127.4,26.91,80,100,1.62,ID,1684373915
425,tanjung pandan,-2.75,107.65,28.4,78,89,2.43,ID,1684373915
426,darwin,-12.4611,130.8418,28.27,35,0,5.14,AU,1684373829
427,port macquarie,-31.4333,152.9167,19.38,60,19,5.82,AU,1684373915
428,tyukhtet,56.5389,89.3011,4.53,77,95,4.54,RU,1684373915
429,okigwe,5.8352,7.3599,23.48,96,100,2.12,NG,1684373916
430,dakhla,23.6848,-15.958,17.93,86,0,10.74,EH,1684373921
431,port augusta,-32.5,137.7667,15.17,42,0,5.81,AU,1684373921
432,international falls,48.6011,-93.411,21.1,37,100,3.6,US,1684373921
433,filingue,14.3521,3.3168,32.41,22,45,1.49,NE,1684373921
434,ballina,-28.8667,153.5667,19.32,58,9,4.46,AU,1684373921
435,isla mujeres,21.2311,-86.731,28.03,77,51,3.2,MX,1684373922
436,castillos,-34.1667,-53.8333,14.39,94,7,3.93,UY,1684373922
437,okhotsk,59.3833,143.3,0.98,100,100,4.04,RU,1684373922
438,illapel,-31.6308,-71.1653,14.25,83,0,0.83,CL,1684373922
439,veraval,20.9,70.3667,28.28,78,3,5.09,IN,1684373922
440,tahe,52.3333,124.7333,17.78,25,64,0.22,CN,1684373922
441,port saint john's,-31.6229,29.5448,17.75,76,56,2.46,ZA,1684373923
442,kaa-khem,51.6833,94.7333,5.55,34,40,7.93,RU,1684373923
443,meizhou,24.2977,116.1072,30.17,70,42,2.32,CN,1684373923
444,las khorey,11.1595,48.1967,30.6,73,94,0.49,SO,1684373923
445,holualoa,19.6228,-155.9522,26.91,79,40,5.14,US,1684373923
446,crane,31.3974,-102.3501,25.11,46,19,6.3,US,1684373923
447,berdigestyakh,62.0989,126.6992,7.76,69,37,3.47,RU,1684373924
448,villa garcia,22.1667,-101.95,23.06,22,67,5.64,MX,1684373924
449,labasa,-16.4167,179.3833,27.77,81,78,3.36,FJ,1684373924
450,bardai,11.65,7.2333,23.57,77,100,7.0,NG,1684373924
451,sao gabriel da cachoeira,-0.1303,-67.0892,24.55,90,99,0.47,BR,1684373924
452,korla,41.7597,86.1469,23.99,29,0,4.36,CN,1684373924
453,dickinson,29.4608,-95.0513,28.06,80,40,3.6,US,1684373924
454,moroni,-11.7022,43.2551,24.77,79,45,3.19,KM,1684373925
455,pitimbu,-7.4706,-34.8086,26.33,84,69,2.95,BR,1684373925
456,mokrous,51.2333,47.5167,13.66,71,21,4.83,RU,1684373925
457,inarajan village,13.2736,144.7484,32.54,81,97,7.33,GU,1684373925
458,ataq,14.5377,46.8319,22.49,65,3,3.74,YE,1684373925
459,nouadhibou,20.931,-17.0347,19.99,73,0,9.26,MR,1684373925
460,mermoz boabab,14.7065,-17.4758,22.54,86,10,8.29,SN,1684373886
461,lagoa,39.05,-27.9833,17.32,95,61,4.12,PT,1684373926
462,salinopolis,-0.6136,-47.3561,25.5,90,100,3.75,BR,1684373721
463,howard springs,-12.497,131.047,28.23,39,15,4.72,AU,1684373926
464,kismayo,-0.3582,42.5454,26.24,82,100,4.89,SO,1684373926
465,az zawr,29.4425,48.2747,31.83,58,95,1.21,KW,1684373926
466,hirara,24.8,125.2833,27.92,89,75,7.72,JP,1684373927
467,puerto aysen,-45.4,-72.7,7.13,94,93,2.44,CL,1684373363
468,lutsk,50.7593,25.3424,13.88,92,100,1.79,UA,1684373727
469,kuruman,-27.4524,23.4325,11.94,52,0,3.58,ZA,1684373927
470,yeppoon,-23.1333,150.7333,22.88,42,1,2.51,AU,1684373927
471,happy valley-goose bay,53.3168,-60.3315,2.17,93,75,3.09,CA,1684373927
472,sabya,17.1495,42.6254,32.79,38,77,2.23,SA,1684373927
473,east ballina,-28.8667,153.5833,19.33,59,12,4.77,AU,1684373928
474,marsh harbour,26.5412,-77.0636,26.41,74,55,1.85,BS,1684373928
475,nalut,30.3333,10.85,21.13,17,0,7.29,LY,1684373928
476,cill airne,52.05,-9.5167,7.77,95,100,1.62,IE,1684373928
477,mek'ele,13.4967,39.4753,19.18,62,6,2.63,ET,1684373928
478,lucas,41.6501,-83.6666,11.32,51,0,4.12,US,1684373816
479,khanpur mahar,27.8436,69.4137,30.12,59,0,5.37,PK,1684373929
480,gilgit,35.9221,74.3087,18.83,54,100,0.63,PK,1684373929
481,mount isa,-20.7333,139.5,22.87,25,0,6.69,AU,1684373929
482,coronel du graty,-27.6804,-60.9146,19.41,53,0,4.97,AR,1684373929
483,mtwara,-10.2667,40.1833,21.01,91,58,3.57,TZ,1684373929
484,tosontsengel,48.7567,98.2839,2.41,43,99,7.89,MN,1684373929
485,pemba,-12.974,40.5178,23.81,80,82,2.06,MZ,1684373930
486,rongelap,11.1635,166.8941,27.4,78,100,7.48,MH,1684373930
487,enterprise,36.0252,-115.2419,32.48,20,75,5.66,US,1684373762
488,thinadhoo,0.5333,72.9333,28.24,77,68,3.66,MV,1684373930
489,narvik,68.4384,17.4272,4.1,85,100,2.84,NO,1684373930
490,waiuku,-37.25,174.75,17.4,81,100,4.43,NZ,1684373930
491,prado,-17.3411,-39.2208,22.95,73,28,4.24,BR,1684373930
492,santander,43.4647,-3.8044,15.26,87,100,4.92,ES,1684373713
493,lampang,18.3333,99.5,31.55,60,0,1.03,TH,1684373931
494,ust'-ilimsk,58.0006,102.6619,2.42,99,100,1.85,RU,1684373726
495,kimbe,-5.5502,150.1429,29.05,82,84,1.41,PG,1684373931
496,mahanoro,-19.9,48.8,21.56,92,5,2.34,MG,1684373931
497,tra vinh,9.9347,106.3453,32.97,57,97,4.28,VN,1684373931
498,skikda,36.8762,6.9092,14.24,88,100,2.37,DZ,1684373931
499,juan griego,11.0817,-63.9655,27.07,83,73,6.17,VE,1684373932
500,newcastle,-32.9272,151.7765,17.83,70,75,4.63,AU,1684373932
501,ta`u,-14.2336,-169.5144,26.34,87,100,7.66,AS,1684373932
502,sagua la grande,22.8067,-80.0756,23.55,80,34,1.27,CU,1684373932
503,nova xavantina,-14.6667,-52.35,20.62,63,0,1.2,BR,1684373932
504,portrush,55.1959,-6.6493,9.69,83,100,3.14,GB,1684373932
505,hami,42.8,93.45,24.55,18,0,2.14,CN,1684373932
506,ipilan,8.8431,117.9033,30.36,65,92,1.32,PH,1684373933
507,jodhpur,26.2867,73.03,28.45,66,0,5.96,IN,1684373933
508,dapa,9.7594,126.0531,29.13,70,53,1.0,PH,1684373933
509,el calafate,-50.3408,-72.2768,5.0,84,100,5.81,AR,1684373933
510,tinajo,29.0788,-13.7081,18.49,72,75,6.69,ES,1684373933
511,kamina,-8.7386,24.9906,19.08,74,22,1.29,CD,1684373933
512,yoakum,29.2878,-97.1519,27.08,71,5,2.17,US,1684373934
513,bontang,0.1333,117.5,29.36,67,67,1.72,ID,1684373722
514,altay,47.8667,88.1167,11.99,45,0,1.46,CN,1684373934
515,tamanrasset,22.785,5.5228,20.95,10,0,2.06,DZ,1684373934
516,khandyga,62.6667,135.6,7.06,65,100,4.52,RU,1684373934
517,saldanha,-33.0117,17.9442,9.03,70,62,8.77,ZA,1684373934
518,christchurch,-43.5333,172.6333,14.41,92,75,2.57,NZ,1684373580
519,karratha,-20.7377,116.8463,26.42,30,0,9.82,AU,1684373935
520,recklinghausen,51.6167,7.2,7.11,76,6,2.68,DE,1684373935
521,chaman,30.9236,66.4512,22.12,17,0,2.8,PK,1684373935
522,iquique,-20.2208,-70.1431,19.02,78,43,1.54,CL,1684373935
523,namdrik,5.5994,168.1028,28.39,78,14,6.25,MH,1684373935
524,nyrob,60.733,56.7202,12.65,67,23,2.11,RU,1684373936
525,east london,-33.0153,27.9116,16.93,82,92,6.27,ZA,1684373638
526,marsabit,2.3284,37.9899,17.26,89,92,7.58,KE,1684373936
527,necochea,-38.5473,-58.7368,15.84,94,100,3.06,AR,1684373936
528,haciqabul,40.0408,48.9445,13.58,72,0,1.07,AZ,1684373936
529,port shepstone,-30.7414,30.455,18.79,78,97,1.99,ZA,1684373936
530,cannonvale,-20.2833,148.7,21.66,46,19,5.23,AU,1684373937
531,monywa,22.1167,95.1333,29.67,65,0,2.23,MM,1684373937
532,bengkulu,-3.8004,102.2655,26.51,79,96,0.92,ID,1684373937
533,luganville,-15.5333,167.1667,29.85,70,22,2.8,VU,1684373937
534,tocancipa,4.9653,-73.913,13.9,82,100,1.51,CO,1684373937
535,shingu,33.7333,135.9833,25.84,48,100,5.04,JP,1684373938
536,la mira,18.035,-102.3266,27.11,73,5,2.23,MX,1684373443
537,bandon,51.7469,-8.7425,8.77,92,97,1.66,IE,1684373938
538,kilindoni,-7.9139,39.6668,26.63,71,30,5.82,TZ,1684373938
539,phalaborwa,-23.943,31.1411,20.74,53,100,2.61,ZA,1684373938
540,kalkaman,51.9525,76.0211,7.83,43,100,6.62,KZ,1684373938
541,mala,-12.6581,-76.6308,21.16,83,64,3.84,PE,1684373617
542,arkhangel'sk,64.5401,40.5433,14.4,76,100,1.89,RU,1684373939
543,vila velha,-20.3297,-40.2925,21.97,80,40,5.66,BR,1684373939
544,wynyard,-41.0,145.7167,13.32,61,62,2.94,AU,1684373939
545,kiruna,67.8557,20.2251,0.51,86,100,6.17,SE,1684373939
546,tabuk,17.4189,121.4443,31.7,62,98,1.39,PH,1684373939
547,port-gentil,-0.7193,8.7815,26.88,85,100,5.2,GA,1684373939
548,onega,63.9061,38.1404,12.94,80,100,3.23,RU,1684373939
549,wainwright,52.839,-110.8572,10.23,58,64,4.91,CA,1684373940
550,porto novo,6.4965,2.6036,28.9,83,100,2.4,BJ,1684373940
551,al jawf,29.5,38.75,23.2,26,0,3.73,SA,1684373940
552,susice,49.2311,13.5202,6.55,86,66,0.28,CZ,1684373940
553,burang,30.25,81.1667,1.68,75,84,1.26,CN,1684373940
554,bambari,5.768,20.6757,21.42,90,100,1.15,CF,1684373940
555,argo,37.6333,22.7333,16.55,77,0,2.43,GR,1684373941
556,el porvenir,13.7617,-87.3458,27.63,79,49,1.12,HN,1684373941
557,anna regina,7.2644,-58.5077,26.01,83,29,3.53,GY,1684373941
558,narasannapeta,18.4167,84.05,30.85,73,27,5.54,IN,1684373941
559,luwuk,-0.9516,122.7875,28.95,75,90,2.37,ID,1684373941
560,ciudad madero,22.2667,-97.8333,27.11,78,40,4.62,MX,1684373942
561,cooper's town,26.8667,-77.5167,26.4,74,97,1.79,BS,1684373942
562,hobyo,5.3505,48.5268,27.17,86,8,8.01,SO,1684373942
563,q'vareli,41.9549,45.8172,10.72,92,76,0.92,GE,1684373942
564,sitangkai,4.6628,119.3928,29.27,68,62,1.79,PH,1684373942
565,nishinoomote,30.7333,131.0,22.31,88,75,6.69,JP,1684373942
566,victorica,-36.2151,-65.4359,12.94,70,96,3.39,AR,1684373943
567,messaad,34.1543,3.5031,13.92,88,39,7.43,DZ,1684373943
568,nasir,15.5894,32.5634,32.22,12,0,0.45,SD,1684373943
569,ha'il,27.5219,41.6907,25.01,33,0,2.06,SA,1684373943
570,mayya,61.7333,130.2811,10.18,51,100,4.21,RU,1684373944
571,robertson,36.5167,-86.8667,22.83,75,0,0.0,US,1684373944
572,skovorodino,53.9833,123.9167,15.65,26,52,0.73,RU,1684373944
573,tevriz,57.509,72.4042,7.53,48,0,2.22,RU,1684373944
574,pointe-noire,-4.7761,11.8635,24.65,93,100,2.21,CG,1684373944
575,saint-joseph,-21.3667,55.6167,23.59,81,3,1.42,RE,1684373945
576,kalaleh,37.3807,55.4916,15.4,76,86,1.09,IR,1684373945
577,simanggang,1.2472,111.4528,27.99,89,20,0.0,MY,1684373945
578,belmonte,-15.8631,-38.8828,23.75,79,98,4.13,BR,1684373945
579,eberswalde,52.8349,13.8195,9.01,68,100,2.2,DE,1684373946
580,vondrozo,-22.8167,47.2833,17.36,98,76,0.22,MG,1684373946
581,lauro de freitas,-12.8944,-38.3272,28.01,74,40,3.09,BR,1684373946
582,balasore,21.4942,86.9317,30.91,72,33,4.7,IN,1684373946
583,griffith,41.5284,-87.4237,11.81,76,0,4.12,US,1684373946
584,vernon,50.2581,-119.2691,28.75,32,27,0.51,CA,1684373947
585,bogorodskoye,56.55,37.8833,11.4,86,99,2.81,RU,1684373947
586,bubaque,11.2833,-15.8333,26.82,73,99,4.78,GW,1684373947
587,shkurinskaya,46.5858,39.3599,10.71,86,0,3.81,RU,1684373947
